"","ENSG00000000003","X0"
"244","ENSG00000009830",58
"245","ENSG00000009844",429
"246","ENSG00000009950",0
"247","ENSG00000009954",721
"248","ENSG00000010017",456
"249","ENSG00000010030",900
"250","ENSG00000010072",145
"251","ENSG00000010165",183
"252","ENSG00000010219",21
"253","ENSG00000010244",2297
"254","ENSG00000010256",536
"255","ENSG00000010270",354
"256","ENSG00000010278",138
"257","ENSG00000010282",1
"258","ENSG00000010292",675
"259","ENSG00000010295",467
"260","ENSG00000010310",14
"261","ENSG00000010318",15
"262","ENSG00000010319",16
"263","ENSG00000010322",938
"264","ENSG00000010327",2320
"265","ENSG00000010361",89
"266","ENSG00000010379",6
"267","ENSG00000010404",2293
"268","ENSG00000010438",1
"269","ENSG00000010539",566
"270","ENSG00000010610",1313
"271","ENSG00000010626",16
"272","ENSG00000010671",1134
"273","ENSG00000010704",412
"274","ENSG00000010803",55
"275","ENSG00000010810",987
"276","ENSG00000010818",1987
"277","ENSG00000010932",2
"278","ENSG00000011007",296
"279","ENSG00000011009",537
"280","ENSG00000011021",307
"281","ENSG00000011028",23
"282","ENSG00000011052",0
"283","ENSG00000011083",0
"284","ENSG00000011105",215
"285","ENSG00000011114",315
"286","ENSG00000011132",267
"287","ENSG00000011143",17
"288","ENSG00000011198",601
"289","ENSG00000011201",66
"290","ENSG00000011243",445
"291","ENSG00000011258",243
"292","ENSG00000011260",101
"293","ENSG00000011275",715
"294","ENSG00000011295",111
"295","ENSG00000011304",1867
"296","ENSG00000011332",4
"297","ENSG00000011347",0
"298","ENSG00000011376",93
"299","ENSG00000011405",423
"300","ENSG00000011422",2390
"301","ENSG00000011426",13
"302","ENSG00000011451",344
"303","ENSG00000011454",386
"304","ENSG00000011465",0
"305","ENSG00000011478",30
"306","ENSG00000011485",149
"307","ENSG00000011523",321
"308","ENSG00000011566",62
"309","ENSG00000011590",41
"310","ENSG00000011600",5040
"311","ENSG00000011638",60
"312","ENSG00000011677",0
"313","ENSG00000012048",230
"314","ENSG00000012061",170
"315","ENSG00000012124",310
"316","ENSG00000012171",51
"317","ENSG00000012174",59
"318","ENSG00000012211",162
"319","ENSG00000012223",666
"320","ENSG00000012232",1190
"321","ENSG00000012504",0
"322","ENSG00000012660",4353
"323","ENSG00000012779",9685
"324","ENSG00000012817",668
"325","ENSG00000012822",1327
"326","ENSG00000012963",198
"327","ENSG00000012983",117
"328","ENSG00000013016",335
"329","ENSG00000013275",308
"330","ENSG00000013288",1447
"331","ENSG00000013293",0
"332","ENSG00000013297",5
"333","ENSG00000013306",1646
"334","ENSG00000013364",7459
"335","ENSG00000013374",2272
"336","ENSG00000013375",84
"337","ENSG00000013392",15
"338","ENSG00000013441",2323
"339","ENSG00000013503",36
"340","ENSG00000013523",143
"341","ENSG00000013561",183
"342","ENSG00000013563",255
"343","ENSG00000013573",113
"344","ENSG00000013583",149
"345","ENSG00000013588",0
"346","ENSG00000013619",27
"347","ENSG00000013725",1041
"348","ENSG00000013810",1035
"349","ENSG00000014123",242
"350","ENSG00000014138",148
"351","ENSG00000014164",1209
"352","ENSG00000014216",2522
"353","ENSG00000014257",477
"354","ENSG00000014641",285
"355","ENSG00000014824",224
"356","ENSG00000014914",112
"357","ENSG00000014919",539
"358","ENSG00000015133",1086
"359","ENSG00000015153",115
"360","ENSG00000015171",176
"361","ENSG00000015285",5143
"362","ENSG00000015413",1
"363","ENSG00000015475",1227
"364","ENSG00000015479",1461
"365","ENSG00000015520",0
"366","ENSG00000015532",213
"367","ENSG00000015568",0
"368","ENSG00000015592",0
"369","ENSG00000015676",381
"370","ENSG00000016082",0
"371","ENSG00000016391",2
"372","ENSG00000016402",0
"373","ENSG00000016490",0
"374","ENSG00000016602",0
"375","ENSG00000016864",149
"376","ENSG00000017260",432
"377","ENSG00000017373",3
"378","ENSG00000017427",8
"379","ENSG00000017483",445
"380","ENSG00000017621",22
"381","ENSG00000017797",1173
"382","ENSG00000018189",142
"383","ENSG00000018236",0
"384","ENSG00000018280",13868
"385","ENSG00000018408",4
"386","ENSG00000018510",357
"387","ENSG00000018607",0
"388","ENSG00000018610",64
"389","ENSG00000018625",0
"390","ENSG00000018699",64
"391","ENSG00000018869",22
"392","ENSG00000019102",141
"393","ENSG00000019144",6
"394","ENSG00000019169",105
"395","ENSG00000019186",0
"396","ENSG00000019485",11
"397","ENSG00000019505",0
"398","ENSG00000019549",0
"399","ENSG00000019582",29492
"400","ENSG00000019991",158
"401","ENSG00000019995",389
"402","ENSG00000020129",228
"403","ENSG00000020181",5
"404","ENSG00000020219",0
"405","ENSG00000020256",62
"406","ENSG00000020426",14
"407","ENSG00000020577",88
"408","ENSG00000020633",858
"409","ENSG00000020922",132
"410","ENSG00000021300",90
"411","ENSG00000021355",3667
"412","ENSG00000021461",0
"413","ENSG00000021488",0
"414","ENSG00000021574",435
"415","ENSG00000021645",0
"416","ENSG00000021762",287
"417","ENSG00000021776",741
"418","ENSG00000021826",2
"419","ENSG00000021852",0
"420","ENSG00000022267",208
"421","ENSG00000022277",898
"422","ENSG00000022355",0
"423","ENSG00000022556",69
"424","ENSG00000022567",2720
"425","ENSG00000022840",3839
"426","ENSG00000022976",315
"427","ENSG00000023041",375
"428","ENSG00000023171",860
"429","ENSG00000023191",815
"430","ENSG00000023228",538
"431","ENSG00000023287",1180
"432","ENSG00000023318",1254
"433","ENSG00000023330",545
"434","ENSG00000023445",1034
"435","ENSG00000023516",483
"436","ENSG00000023572",14
"437","ENSG00000023608",15
"438","ENSG00000023697",88
"439","ENSG00000023734",290
"440","ENSG00000023839",108
"441","ENSG00000023892",1676
"442","ENSG00000023902",1245
"443","ENSG00000023909",264
"444","ENSG00000024048",4611
"445","ENSG00000024422",12
"446","ENSG00000024526",10
"447","ENSG00000024862",217
"448","ENSG00000025039",528
"449","ENSG00000025156",52
"450","ENSG00000025293",700
"451","ENSG00000025423",3
"452","ENSG00000025434",65
"453","ENSG00000025708",6144
"454","ENSG00000025770",138
"455","ENSG00000025772",134
"456","ENSG00000025796",303
"457","ENSG00000025800",869
"458","ENSG00000026025",6092
"459","ENSG00000026036",29
"460","ENSG00000026103",1490
"461","ENSG00000026297",2772
"462","ENSG00000026508",8279
"463","ENSG00000026559",2
"464","ENSG00000026652",112
"465","ENSG00000026751",1572
"466","ENSG00000026950",7602
"467","ENSG00000027001",21
"468","ENSG00000027075",589
"469","ENSG00000027644",0
"470","ENSG00000027697",3498
"471","ENSG00000027847",88
"472","ENSG00000027869",127
"473","ENSG00000028116",196
"474","ENSG00000028137",11938
"475","ENSG00000028203",115
"476","ENSG00000028277",861
"477","ENSG00000028310",242
"478","ENSG00000028528",1612
"479","ENSG00000028839",176
"480","ENSG00000029153",26
"481","ENSG00000029363",1406
"482","ENSG00000029364",615
"483","ENSG00000029534",336
"484","ENSG00000029559",0
"485","ENSG00000029639",32
"486","ENSG00000029725",402
"487","ENSG00000029993",12
"488","ENSG00000030066",412
"489","ENSG00000030110",965
"490","ENSG00000030304",0
"491","ENSG00000030419",120
"492","ENSG00000030582",25852
"493","ENSG00000031003",556
"494","ENSG00000031081",187
"495","ENSG00000031544",0
"496","ENSG00000031691",37
"497","ENSG00000031698",598
"498","ENSG00000031823",591
"499","ENSG00000032219",842
"500","ENSG00000032389",102
"501","ENSG00000032444",1531
"502","ENSG00000032742",38
"503","ENSG00000033011",67
"504","ENSG00000033030",280
"505","ENSG00000033050",243
"506","ENSG00000033100",944
"507","ENSG00000033122",4
"508","ENSG00000033170",109
"509","ENSG00000033178",523
"510","ENSG00000033327",5006
"511","ENSG00000033627",1680
"512","ENSG00000033800",1459
"513","ENSG00000033867",220
"514","ENSG00000034053",134
"515","ENSG00000034063",96
"516","ENSG00000034152",2269
"517","ENSG00000034239",0
"518","ENSG00000034510",4010
"519","ENSG00000034533",80
"520","ENSG00000034677",711
"521","ENSG00000034693",32
"522","ENSG00000034713",910
"523","ENSG00000034971",0
"524","ENSG00000035115",95
"525","ENSG00000035141",98
"526","ENSG00000035403",3634
"527","ENSG00000035499",3
"528","ENSG00000035664",501
"529","ENSG00000035681",666
"530","ENSG00000035687",275
"531","ENSG00000035720",22
"532","ENSG00000035862",3124
"533","ENSG00000035928",342
"534","ENSG00000036054",478
"535","ENSG00000036257",1017
"536","ENSG00000036448",12
"537","ENSG00000036473",0
"538","ENSG00000036530",0
"539","ENSG00000036549",133
"540","ENSG00000036565",3
"541","ENSG00000036672",0
"542","ENSG00000036828",0
"543","ENSG00000037042",41
"544","ENSG00000037241",21
"545","ENSG00000037280",28
"546","ENSG00000037474",396
"547","ENSG00000037637",349
"548","ENSG00000037749",653
"549","ENSG00000037757",77
"550","ENSG00000037897",14
"551","ENSG00000037965",0
"552","ENSG00000038002",89
"553","ENSG00000038210",161
"554","ENSG00000038219",4530
"555","ENSG00000038274",1617
"556","ENSG00000038295",0
"557","ENSG00000038358",579
"558","ENSG00000038382",219
"559","ENSG00000038427",17242
"560","ENSG00000038532",368
"561","ENSG00000038945",100
"562","ENSG00000039068",3
"563","ENSG00000039123",274
"564","ENSG00000039139",0
"565","ENSG00000039319",1188
"566","ENSG00000039523",533
"567","ENSG00000039537",0
"568","ENSG00000039560",2
"569","ENSG00000039600",2
"570","ENSG00000039650",358
"571","ENSG00000039987",3
"572","ENSG00000040199",72
"573","ENSG00000040275",28
"574","ENSG00000040341",246
"575","ENSG00000040487",70
"576","ENSG00000040531",181
"577","ENSG00000040608",9
"578","ENSG00000040633",574
"579","ENSG00000040731",0
"580","ENSG00000040933",1679
"581","ENSG00000041353",271
"582","ENSG00000041357",876
"583","ENSG00000041515",0
"584","ENSG00000041802",238
"585","ENSG00000041880",93
"586","ENSG00000041982",3
"587","ENSG00000041988",67
"588","ENSG00000042062",68
"589","ENSG00000042088",92
"590","ENSG00000042286",31
"591","ENSG00000042304",0
"592","ENSG00000042317",10
"593","ENSG00000042429",321
"594","ENSG00000042445",261
"595","ENSG00000042493",1025
"596","ENSG00000042753",221
"597","ENSG00000042781",0
"598","ENSG00000042813",0
"599","ENSG00000042832",116
"600","ENSG00000042980",118
"601","ENSG00000043039",1
"602","ENSG00000043093",384
"603","ENSG00000043143",790
"604","ENSG00000043355",0
"605","ENSG00000043462",5798
"606","ENSG00000043514",51
"607","ENSG00000043591",0
"608","ENSG00000044012",0
"609","ENSG00000044090",164
"610","ENSG00000044115",1164
"611","ENSG00000044446",857
"612","ENSG00000044459",40
"613","ENSG00000044524",0
"614","ENSG00000044574",2976
"615","ENSG00000046604",1
"616","ENSG00000046647",28
"617","ENSG00000046651",313
"618","ENSG00000046653",25
"619","ENSG00000046774",0
"620","ENSG00000046889",0
"621","ENSG00000047056",665
"622","ENSG00000047188",342
"623","ENSG00000047230",38
"624","ENSG00000047249",240
"625","ENSG00000047315",812
"626","ENSG00000047346",360
"627","ENSG00000047365",1467
"628","ENSG00000047410",2154
"629","ENSG00000047457",5
"630","ENSG00000047578",637
"631","ENSG00000047579",182
"632","ENSG00000047597",174
"633","ENSG00000047617",9
"634","ENSG00000047621",189
"635","ENSG00000047634",61
"636","ENSG00000047644",3165
"637","ENSG00000047648",103
"638","ENSG00000047662",9
"639","ENSG00000047849",920
"640","ENSG00000047932",307
"641","ENSG00000047936",0
"642","ENSG00000048028",223
"643","ENSG00000048052",64
"644","ENSG00000048140",354
"645","ENSG00000048162",31
"646","ENSG00000048342",195
"647","ENSG00000048392",868
"648","ENSG00000048405",338
"649","ENSG00000048462",24
"650","ENSG00000048471",377
"651","ENSG00000048540",0
"652","ENSG00000048544",161
"653","ENSG00000048545",0
"654","ENSG00000048649",674
"655","ENSG00000048707",1076
"656","ENSG00000048740",7424
"657","ENSG00000048828",3220
"658","ENSG00000048991",242
"659","ENSG00000049089",60
"660","ENSG00000049130",1
"661","ENSG00000049167",23
"662","ENSG00000049192",10
"663","ENSG00000049239",2616
"664","ENSG00000049245",1856
"665","ENSG00000049246",50
"666","ENSG00000049247",1
"667","ENSG00000049249",119
"668","ENSG00000049283",0
"669","ENSG00000049319",0
"670","ENSG00000049323",196
"671","ENSG00000049449",77
"672","ENSG00000049540",5
"673","ENSG00000049541",127
"674","ENSG00000049618",969
"675","ENSG00000049656",592
"676","ENSG00000049759",53
"677","ENSG00000049768",80
"678","ENSG00000049769",49
"679","ENSG00000049860",858
"680","ENSG00000049883",20
"681","ENSG00000050030",7
"682","ENSG00000050130",513
"683","ENSG00000050165",0
"684","ENSG00000050327",6
"685","ENSG00000050344",183
"686","ENSG00000050393",111
"687","ENSG00000050405",84
"688","ENSG00000050426",281
"689","ENSG00000050438",20
"690","ENSG00000050555",4
"691","ENSG00000050628",0
"692","ENSG00000050730",5
"693","ENSG00000050748",188
"694","ENSG00000050767",4
"695","ENSG00000050820",0
"696","ENSG00000051009",1628
"697","ENSG00000051108",792
"698","ENSG00000051128",69
"699","ENSG00000051180",13
"700","ENSG00000051341",22
"701","ENSG00000051382",812
"702","ENSG00000051523",6029
"703","ENSG00000051596",35
"704","ENSG00000051620",1231
"705","ENSG00000051825",209
"706","ENSG00000052126",47
"707","ENSG00000052344",4
"708","ENSG00000052723",286
"709","ENSG00000052749",748
"710","ENSG00000052795",153
"711","ENSG00000052802",153
"712","ENSG00000052841",653
"713","ENSG00000052850",0
"714","ENSG00000053108",7
"715","ENSG00000053254",926
"716","ENSG00000053328",0
"717","ENSG00000053371",84
"718","ENSG00000053372",71
"719","ENSG00000053438",29
"720","ENSG00000053501",44
"721","ENSG00000053524",15
"722","ENSG00000053702",26
"723","ENSG00000053747",0
"724","ENSG00000053770",429
"725","ENSG00000053900",298
"726","ENSG00000053918",274
"727","ENSG00000054116",326
"728","ENSG00000054118",1955
"729","ENSG00000054148",64
"730","ENSG00000054179",2
"731","ENSG00000054219",498
"732","ENSG00000054267",1680
"733","ENSG00000054277",31
"734","ENSG00000054282",155
"735","ENSG00000054356",2
"736","ENSG00000054392",27
"737","ENSG00000054523",2466
"738","ENSG00000054598",4
"739","ENSG00000054611",583
"740","ENSG00000054654",2435
"741","ENSG00000054690",7
"742","ENSG00000054793",118
"743","ENSG00000054796",0
"744","ENSG00000054803",0
"745","ENSG00000054938",1
"746","ENSG00000054965",1677
"747","ENSG00000054967",1028
"748","ENSG00000054983",737
"749","ENSG00000055044",186
"750","ENSG00000055070",1004
"751","ENSG00000055118",65
"752","ENSG00000055130",571
"753","ENSG00000055147",147
"754","ENSG00000055163",3389
"755","ENSG00000055208",2485
"756","ENSG00000055211",124
"757","ENSG00000055332",4922
"758","ENSG00000055483",324
"759","ENSG00000055609",4484
"760","ENSG00000055732",6
"761","ENSG00000055813",0
"762","ENSG00000055917",2309
"763","ENSG00000055950",96
"764","ENSG00000055955",16
"765","ENSG00000055957",0
"766","ENSG00000056050",44
"767","ENSG00000056097",824
"768","ENSG00000056277",32
"769","ENSG00000056291",0
"770","ENSG00000056487",0
"771","ENSG00000056558",489
"772","ENSG00000056586",1180
"773","ENSG00000056661",4
"774","ENSG00000056678",0
"775","ENSG00000056736",31
"776","ENSG00000056972",193
"777","ENSG00000056998",0
"778","ENSG00000057019",28
"779","ENSG00000057149",0
"780","ENSG00000057252",1031
"781","ENSG00000057294",12
"782","ENSG00000057468",14
"783","ENSG00000057593",2
"784","ENSG00000057608",2333
"785","ENSG00000057657",1451
"786","ENSG00000057663",140
"787","ENSG00000057704",1283
"788","ENSG00000057757",183
"789","ENSG00000057935",50
"790","ENSG00000058056",38
"791","ENSG00000058063",2609
"792","ENSG00000058085",0
"793","ENSG00000058091",535
"794","ENSG00000058262",1765
"795","ENSG00000058272",2523
"796","ENSG00000058335",0
"797","ENSG00000058404",0
"798","ENSG00000058453",126
"799","ENSG00000058600",169
"800","ENSG00000058668",3245
"801","ENSG00000058673",2887
"802","ENSG00000058729",60
"803","ENSG00000058799",546
"804","ENSG00000058804",92
"805","ENSG00000058866",84
"806","ENSG00000059122",283
"807","ENSG00000059145",732
"808","ENSG00000059377",1637
"809","ENSG00000059378",1647
"810","ENSG00000059573",165
"811","ENSG00000059588",145
"812","ENSG00000059691",70
"813","ENSG00000059728",29219
"814","ENSG00000059758",515
"815","ENSG00000059769",25
"816","ENSG00000059804",16857
"817","ENSG00000059915",27
"818","ENSG00000060069",525
"819","ENSG00000060138",715
"820","ENSG00000060140",1
"821","ENSG00000060237",5217
"822","ENSG00000060303",0
"823","ENSG00000060339",499
"824","ENSG00000060491",2693
"825","ENSG00000060558",260
"826","ENSG00000060566",3
"827","ENSG00000060642",157
"828","ENSG00000060656",5
"829","ENSG00000060688",166
"830","ENSG00000060709",4
"831","ENSG00000060718",0
"832","ENSG00000060749",172
"833","ENSG00000060762",109
"834","ENSG00000060971",674
"835","ENSG00000060982",80
"836","ENSG00000061273",2392
"837","ENSG00000061337",20
"838","ENSG00000061455",0
"839","ENSG00000061492",0
"840","ENSG00000061656",8
"841","ENSG00000061676",93
"842","ENSG00000061794",93
"843","ENSG00000061918",267
"844","ENSG00000061936",479
"845","ENSG00000061938",1987
"846","ENSG00000061987",789
"847","ENSG00000062038",1
"848","ENSG00000062096",0
"849","ENSG00000062194",1569
"850","ENSG00000062282",1633
"851","ENSG00000062370",2
"852","ENSG00000062485",698
"853","ENSG00000062524",32
"854","ENSG00000062582",1
"855","ENSG00000062598",1306
"856","ENSG00000062650",1029
"857","ENSG00000062716",6519
"858","ENSG00000062725",435
"859","ENSG00000062822",125
"860","ENSG00000063015",16
"861","ENSG00000063046",1346
"862","ENSG00000063127",61
"863","ENSG00000063169",446
"864","ENSG00000063176",134
"865","ENSG00000063177",1209
"866","ENSG00000063180",19
"867","ENSG00000063241",49
"868","ENSG00000063244",1104
"869","ENSG00000063245",867
"870","ENSG00000063322",412
"871","ENSG00000063438",15
"872","ENSG00000063515",0
"873","ENSG00000063587",159
"874","ENSG00000063601",726
"875","ENSG00000063660",8
"876","ENSG00000063761",41
"877","ENSG00000063854",131
"878","ENSG00000063978",743
"879","ENSG00000064012",2686
"880","ENSG00000064042",0
"881","ENSG00000064102",131
"882","ENSG00000064115",326
"883","ENSG00000064195",0
"884","ENSG00000064199",5
"885","ENSG00000064201",318
"886","ENSG00000064205",0
"887","ENSG00000064218",0
"888","ENSG00000064225",431
"889","ENSG00000064270",7
"890","ENSG00000064300",5
"891","ENSG00000064309",8
"892","ENSG00000064313",247
"893","ENSG00000064393",1303
"894","ENSG00000064419",890
"895","ENSG00000064489",2
"896","ENSG00000064490",203
"897","ENSG00000064545",72
"898","ENSG00000064547",4687
"899","ENSG00000064601",5232
"900","ENSG00000064607",508
"901","ENSG00000064651",79
"902","ENSG00000064652",15
"903","ENSG00000064655",3
"904","ENSG00000064666",9391
"905","ENSG00000064687",8700
"906","ENSG00000064692",0
"907","ENSG00000064703",122
"908","ENSG00000064726",300
"909","ENSG00000064763",412
"910","ENSG00000064787",7
"911","ENSG00000064835",1
"912","ENSG00000064886",36
"913","ENSG00000064932",10848
"914","ENSG00000064933",87
"915","ENSG00000064961",222
"916","ENSG00000064989",40
"917","ENSG00000064995",109
"918","ENSG00000064999",641
"919","ENSG00000065000",1608
"920","ENSG00000065029",223
"921","ENSG00000065054",18
"922","ENSG00000065057",7
"923","ENSG00000065060",144
"924","ENSG00000065135",1335
"925","ENSG00000065150",456
"926","ENSG00000065154",295
"927","ENSG00000065183",150
"928","ENSG00000065243",1548
"929","ENSG00000065268",125
"930","ENSG00000065308",260
"931","ENSG00000065320",8
"932","ENSG00000065325",0
"933","ENSG00000065328",16
"934","ENSG00000065357",953
"935","ENSG00000065361",2
"936","ENSG00000065371",0
"937","ENSG00000065413",2859
"938","ENSG00000065427",1071
"939","ENSG00000065457",312
"940","ENSG00000065485",22
"941","ENSG00000065491",190
"942","ENSG00000065518",160
"943","ENSG00000065526",2533
"944","ENSG00000065534",267
"945","ENSG00000065548",295
"946","ENSG00000065559",612
"947","ENSG00000065600",67
"948","ENSG00000065609",0
"949","ENSG00000065613",1980
"950","ENSG00000065615",1725
"951","ENSG00000065618",17
"952","ENSG00000065621",41
"953","ENSG00000065665",116
"954","ENSG00000065675",244
"955","ENSG00000065717",44
"956","ENSG00000065802",210
"957","ENSG00000065809",1507
"958","ENSG00000065833",7
"959","ENSG00000065882",2229
"960","ENSG00000065883",1014
"961","ENSG00000065911",503
"962","ENSG00000065923",38
"963","ENSG00000065970",765
"964","ENSG00000065978",1756
"965","ENSG00000065989",116
"966","ENSG00000066027",2236
"967","ENSG00000066032",0
"968","ENSG00000066044",364
"969","ENSG00000066056",6
"970","ENSG00000066084",2873
"971","ENSG00000066117",434
"972","ENSG00000066135",373
"973","ENSG00000066136",1006
"974","ENSG00000066185",8
"975","ENSG00000066230",3
"976","ENSG00000066248",0
"977","ENSG00000066279",71
"978","ENSG00000066294",638
"979","ENSG00000066322",823
"980","ENSG00000066336",9795
"981","ENSG00000066379",78
"982","ENSG00000066382",0
"983","ENSG00000066405",0
"984","ENSG00000066422",445
"985","ENSG00000066427",349
